API,Name,Well Type - Aliased,Status - Aliased,Wellbore Profile - Aliased,First Production Date,CUM Oil,CUM Gas,CUM Water,Latitude,Longitude,Lateral Length,Spud Date
42-301-33831-0000,RUDD DRAW 29-3 10H,PERMIT,Approved Permit,HORIZONTAL,,,,,31.82016563,-103.4629593,5360.844727,11/30/2018
42-301-33824-0000,BOYD 11 1WB,,OPEN SHUT IN,HORIZONTAL,3/1/2018,965,5335,0,31.94596481,-103.3394012,5397.892578,3/9/2018
42-301-33842-0000,CBR 9-4D 4H,OIL,Active,HORIZONTAL,9/1/2018,147140,1002495,551993,31.97012901,-103.8610992,10799.50488,2/12/2018
42-301-33823-0000,BOYD 11 1WX,,OPEN SHUT IN,HORIZONTAL,3/1/2018,448,2931,0,31.94598198,-103.3393402,5397.794922,3/9/2018
42-301-33837-0000,JOHNSON 54-2-40 LOV 2D,INJECTION,Active,VERTICAL,,,,,31.78236008,-103.6641464,635,6/5/2018
42-301-33832-0000,GOODNIGHT UNIT 6H,,Approved Permit,HORIZONTAL,,,,,31.9111824,-103.5200577,9963.213867,1/22/2018
42-301-33821-0000,CROCKETT REESE STATE UNIT B 2406H,,Active,HORIZONTAL,11/1/2018,93956,127112,301413,31.94340515,-103.4583435,7369.855469,4/19/2018
42-301-33825-0000,UNIVERSITY 19-7 A 1H,OIL,Active,HORIZONTAL,6/1/2018,90426,258487,593186,31.70214081,-103.4552307,8070.742676,2/24/2018
42-301-33154-0000,ST. LUCIA 76 2833 1H,OIL,Active,HORIZONTAL,1/1/2019,169850,263442,423945,31.9426136,-103.5590134,10958.82031,1/22/2018
42-301-33153-0000,ST. LUCIA 76 2833 22H,PERMIT,Active,HORIZONTAL,12/1/2018,174596,226469,705016,31.94213104,-103.5627365,10783.8623,2/16/2018
42-301-33851-0000,QUANAH PARKER A UNIT 9H,OIL,Active,HORIZONTAL,5/1/2018,222483,324542,928193,31.96386147,-103.4468307,10286.40039,2/14/2018
42-301-33854-0000,GOODNIGHT UNIT 6HR,,Approved Permit,HORIZONTAL,,,,,31.9111824,-103.5200043,9962.483398,1/28/2018
42-301-33820-0000,CROCKETT REESE STATE UNIT B 2405H,PERMIT,Active,HORIZONTAL,11/1/2018,68836,102497,731160,31.94337273,-103.4584732,7369.134766,3/4/2018
42-301-33798-0000,VJ RANCH-LINK 55-2-21 LOV 1H,PERMIT,Active,HORIZONTAL,,,,,31.84113312,-103.765892,11028.34277,3/4/2018
42-301-33754-0000,SILVERTIP UNIT Z 2H,OIL,Active,HORIZONTAL,4/1/2018,164098,295687,1552877,31.96869278,-103.4938965,11418.93359,1/13/2018
42-301-33617-0000,HERON 54-2-4 UNIT 1H,OIL,Active,HORIZONTAL,4/1/2018,94062,248737,505582,31.85280991,-103.6654434,10993.88379,1/29/2018
42-301-33751-0000,TOTUM 18-TTT-C24 NL 212H,OIL,Active,HORIZONTAL,3/1/2018,181855,325899,566791,31.95195007,-103.3721313,4908.183105,12/31/2017
42-301-33886-0000,RUSTLER D UNIT 2H,OIL,Active,HORIZONTAL,8/1/2018,107144,204285,0,31.93996048,-103.5116501,9828.658203,5/14/2018
42-301-33876-0000,DACO NEWTEX 1,,Active,VERTICAL,,,,,31.9974575,-103.4976959,350,8/4/2018
42-301-33890-0000,VJ SWD 6,INJECTION,Active,VERTICAL,,,,,31.85500336,-103.6719894,,6/1/2018
42-301-33885-0000,COTTONWOOD 55-1-14 UNIT 3H,PERMIT,Active,HORIZONTAL,11/1/2018,11987,88674,0,31.95742989,-103.7337112,10170.88086,7/30/2018
42-301-33867-0000,FOX SWD 2,INJECTION,Active,VERTICAL,,,,,31.97435188,-103.7037506,,4/14/2018
42-301-33846-0000,ASPEN 55-1-30 UNIT 2H,OIL,Active,HORIZONTAL,7/1/2018,87754,442100,383570,31.93555641,-103.8023529,8356.06543,4/21/2018
42-301-33880-0000,WEBER 26 E001,OIL,Active,HORIZONTAL,8/1/2018,217142,279912.562,1323746,31.83156395,-103.4821625,5045.124023,3/5/2018
42-301-33860-0000,TAHITI 55-2-17 LOV 1H,PERMIT,Active,HORIZONTAL,7/1/2018,95228,335930,352344,31.85300827,-103.7753067,4755.572266,5/2/2018
42-301-33891-0000,BULLHEAD STATE 55-1-45 UNIT B 3H,,OPEN SHUT IN,HORIZONTAL,,,,,31.89188576,-103.7687988,8336.191406,6/7/2018
42-301-33872-0000,RIPPIN WRANGLER C26-19 6H,PERMIT,Active,HORIZONTAL,11/1/2018,78529,126329,0,31.83895874,-103.4485168,5666.697754,6/13/2018
42-301-33873-0000,JUDGE 3WN 1H,,Approved Permit,HORIZONTAL,,,,,31.75225067,-103.5160828,5002.630371,11/16/2018
42-301-33883-0000,WEBER 26 F002,OIL,Active,HORIZONTAL,8/1/2018,228704,287490,772924,31.83162689,-103.4819336,5225.64209,5/13/2018
42-301-33879-0000,CHOLLA 15 SW 2,,Active,VERTICAL,,,,,31.95884323,-103.543251,,6/21/2018
42-301-33861-0000,TAHITI 55-2-17 LOV 2H,PERMIT,Active,HORIZONTAL,7/1/2018,95051,335133,728725,31.85295296,-103.7753067,4585.595215,4/28/2018
42-301-33892-0000,BRUNSON E,PERMIT,OPEN SHUT IN,HORIZONTAL,2/1/2019,70571,112367,0,31.95776176,-103.4695511,8089.842773,6/7/2018
42-301-33811-0000,BISMARCK 75-12 LOV 1H,,Active,HORIZONTAL,,,,,31.89458275,-103.4099884,4582.45752,4/19/2018
42-301-33878-0000,CHOLLA 15 E 1,,Active,VERTICAL,,,,,31.95883751,-103.53479,,6/2/2018
42-301-33877-0000,PINCUSHION 14 1,INJECTION,Active,VERTICAL,,,,,31.9588356,-103.5263519,,5/12/2018
42-301-33889-0000,VJ SWD 5,INJECTION,Active,VERTICAL,,,,,31.8578186,-103.6839218,,3/16/2018
42-301-33893-0000,BRUNSON E 806 2H,PERMIT,Approved Permit,HORIZONTAL,,,,,31.95772934,-103.4696732,8096.335938,5/25/2018
42-301-33888-0000,VJ SWD 1,INJECTION,Active,VERTICAL,,,,,31.85713959,-103.7160416,,2/2/2018
42-301-33882-0000,WEBER 26 F001,OIL,Active,HORIZONTAL,8/1/2018,261665,322321,908234,31.83160591,-103.4820099,5130.824219,4/25/2018
42-301-33871-0000,BULLHEAD STATE 55-1-45 UNIT B 2H,,Active,HORIZONTAL,11/1/2018,49895,162916,0,31.89188576,-103.768898,8335.694336,6/13/2018
42-301-33848-0000,MEDORA 29 LOV UNIT 0805 1H,,Active,HORIZONTAL,,,,,31.79924965,-103.4807587,10853.01758,7/6/2018
42-301-33862-0000,FARGO 75-13 LOV 1H,,Active,HORIZONTAL,9/1/2018,38712,61059,123269,31.90436172,-103.3738403,4451.954102,5/16/2018
42-301-33881-0000,WEBER 26 E002,OIL,Active,HORIZONTAL,8/1/2018,81572,136244,497281,31.83158493,-103.4820862,5069.197266,4/11/2018
42-301-33868-0000,HUGHES & TALBOT 75-26 2H,OIL,Active,HORIZONTAL,6/1/2018,118696,140323,677181,31.88111877,-103.4178925,6015.165527,4/12/2018
42-301-33869-0000,BLACK STALLION 28-10 1H,OIL,Active,HORIZONTAL,8/1/2018,104225,117950,0,31.83449745,-103.3520126,5665.162598,6/7/2018
42-301-33866-0000,FOX SWD 1,INJECTION,Active,VERTICAL,,,,,31.97174454,-103.716774,,3/21/2018
42-301-33896-0000,N. AERMOTOR C25-8 SWD 4,INJECTION,Active,VERTICAL,,,,,31.97418022,-103.4340515,,12/2/2018
42-301-33884-0000,RUSTLER C UNIT 2H,,Active,HORIZONTAL,8/1/2018,92072,112759,227767,31.93995667,-103.5089417,10115.43555,5/13/2018
42-301-33855-0000,REVOLVER 7507 E,,Active,HORIZONTAL,7/1/2018,179887,314596,0,31.90045357,-103.3935242,4931.241699,2/25/2018
42-301-33844-0000,CBR 9-4F 6H,OIL,Active,HORIZONTAL,9/1/2018,152356,1021045,0,31.96999168,-103.8610992,10865.45117,2/14/2018
42-301-33943-0000,CBR 41-44E 5H,OIL,Active,HORIZONTAL,1/1/2019,93328,328090,0,31.91345406,-103.8845062,10825.53223,4/11/2018
42-301-33899-0000,STATE ATLAS E 7H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.9425106,-103.6265488,10243.07227,6/2/2018
42-301-33909-0000,CLARE GLASSELL 71-TTT-B01 WF 204H,OIL,Active,HORIZONTAL,7/1/2018,163665,516380,0,31.68838501,-103.5616684,4408.422852,6/11/2018
42-301-33936-0000,WEBER 26 SWD 2,OIL,Active,VERTICAL,9/1/2018,20640,28152,0,31.84223366,-103.4792099,7116,5/29/2018
42-301-33929-0000,ORION B 5 3H,OIL,Active,HORIZONTAL,8/1/2018,63992,467107,258304,31.95583916,-103.6096344,5053.641602,3/30/2018
42-301-33940-0000,CBR 41-44B 2H,OIL,Active,HORIZONTAL,1/1/2019,103083,361410,0,31.91345406,-103.8855057,10813.84668,3/30/2018
42-301-33900-0000,STATE ATLAS F 8H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.94251251,-103.6266556,10238.20898,6/3/2018
42-301-33939-0000,CBR 41-44A 1H,OIL,Active,HORIZONTAL,1/1/2019,77180,379568,0,31.91352272,-103.8855057,10849.91992,3/30/2018
42-301-33915-0000,ROCAZOLLER STATE 54-1-12 LOV 7H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.97206306,-103.6029282,4705.344238,6/27/2018
42-301-33925-0000,BULLHEAD STATE 55-1-45 UNIT B 5H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.89188576,-103.7687073,8345.430664,6/5/2018
42-301-33937-0000,UNIVERSITY 19 PW UNIT 2204H,OIL,Active,HORIZONTAL,9/1/2018,61209,69510,295539,31.65756416,-103.375145,6693.178223,5/29/2018
42-301-33933-0000,NORTH RUDD DRAW 22 1H,OIL,Active,HORIZONTAL,8/1/2018,150116,298393,587688,31.86196899,-103.4834213,4895.611328,5/7/2018
42-301-33948-0000,JACKSON TRUST C 12-TTT-C24 NL 226H,OIL,Active,HORIZONTAL,7/1/2018,74982,129243,579798,31.95610046,-103.3584061,5422.695801,5/3/2018
42-301-33923-0000,UNIVERSITY 19 TG UNIT 2203H,OIL,Active,HORIZONTAL,9/1/2018,64834,133724,346762,31.65761757,-103.3751602,6644.182617,5/26/2018
42-301-33910-0000,ROCAZOLLER STATE 54-1-12 LOV 5H,PERMIT,Active,HORIZONTAL,,,,,31.97171974,-103.607605,4828.897461,8/13/2018
42-301-33941-0000,CBR 41-44C 3H,OIL,Active,HORIZONTAL,1/1/2019,71956,251869,0,31.91338348,-103.8855057,10793.25488,4/3/2018
42-301-33947-0000,HERON 54-2-4 UNIT 2H,PERMIT,Active,HORIZONTAL,10/1/2018,102482,235377,544280,31.88445282,-103.6528549,10998.44141,8/13/2018
42-301-33924-0000,GOODNIGHT UNIT 8H,PERMIT,OPEN SHUT IN,HORIZONTAL,9/1/2018,9129,18181,33989,31.91117668,-103.5162354,9952.882813,5/26/2018
42-301-33914-0000,ROCAZOLLER STATE 54-1-12 LOV 6H,PERMIT,Active,HORIZONTAL,,,,,31.97212029,-103.6029282,4744.029297,6/24/2018
42-301-33908-0000,ROCAZOLLER STATE 54-1-12 LOV 4H,PERMIT,Active,HORIZONTAL,,,,,31.97171593,-103.6076736,4860.129883,8/16/2018
42-301-33907-0000,ROCAZOLLER STATE 54-1-12 LOV 3H,PERMIT,Active,HORIZONTAL,,,,,31.97171593,-103.6077423,4962.040527,8/19/2018
42-301-33928-0000,ORION A 5 2H,OIL,Active,HORIZONTAL,8/1/2018,95367,626682,296090,31.95586967,-103.6133499,5063.486328,3/30/2018
42-301-33918-0000,ROCAZOLLER STATE 54-1-12 LOV 9H,PERMIT,Active,HORIZONTAL,,,,,31.97187233,-103.6029282,4897.662109,7/5/2018
42-301-33950-0000,PECOS 39 1H,PERMIT,OPEN SHUT IN,HORIZONTAL,11/1/2018,57987,283091,0,31.91059113,-103.8545837,4486.86084,4/27/2018
42-301-33902-0000,STATE ATLAS H 10H,PERMIT,,HORIZONTAL,1/1/2019,115649,630177,0,31.94251442,-103.6302032,10237.17773,6/3/2018
42-301-33917-0000,ROCAZOLLER STATE 54-1-12 LOV 8H,PERMIT,Active,HORIZONTAL,,,,,31.97195625,-103.6029282,4765.893066,7/1/2018
42-301-33951-0000,PECOS 39 2H,PERMIT,Active,HORIZONTAL,11/1/2018,52493,278267,0,31.91065979,-103.8545837,4537.078613,6/26/2018
42-301-33942-0000,CBR 41-44D 4H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.91338539,-103.8845062,10800.51367,4/16/2018
42-301-33913-0000,WRANGLER B UNIT 2H,PERMIT,,HORIZONTAL,,,,,31.91344452,-103.5187531,9874.217773,3/29/2019
42-301-33949-0000,SILVERTIP 76-9 UNIT E 2H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.96816254,-103.560936,11617.96875,7/8/2018
42-301-33931-0000,ORION B 5 5H,OIL,Active,HORIZONTAL,8/1/2018,120688,478158,466019,31.95585823,-103.6061325,5058.032227,4/1/2018
42-301-33932-0000,BOYD 21 5H,OIL,Active,HORIZONTAL,7/1/2018,150250,397485,624921,31.77593613,-103.463028,4851.614258,4/1/2018
42-301-33930-0000,ORION B 5 4H,OIL,Active,HORIZONTAL,8/1/2018,86301,429605,364737,31.9558773,-103.6094742,5080.598633,3/21/2018
42-301-33870-0000,GRAND FORKS 75-5 LOV 1H,PERMIT,Active,HORIZONTAL,9/1/2018,30617,44814,122147,31.90441322,-103.3738632,5444.942871,5/19/2018
42-301-33916-0000,CBR 11-2 1H,OIL,Active,HORIZONTAL,7/1/2018,196918,979395,535481,31.96947289,-103.8219299,11050.41992,3/22/2018
42-301-33945-0000,CBR 41-44 G-7H,OIL,Active,HORIZONTAL,1/1/2019,83449,304702,0,31.91359138,-103.8845062,10943.15918,4/4/2018
42-301-33922-0000,CY 41 1H,PERMIT,Active,HORIZONTAL,1/1/2019,65527,220826,0,31.91359138,-103.8855057,5666.538574,3/28/2018
42-301-33946-0000,ARROWHEAD A 1H,PERMIT,Active,HORIZONTAL,,,,,31.85401154,-103.3375397,10727.73633,6/9/2018
42-301-33944-0000,CBR 41-44 F-6H,OIL,Active,HORIZONTAL,1/1/2019,85886,294162,0,31.91352272,-103.8845062,10876.65527,4/4/2018
42-301-33856-0000,WEBER 26 G003,OIL,Active,HORIZONTAL,8/1/2018,97354,199081,242848,31.83358002,-103.4750595,5015.577637,2/25/2018
42-301-33858-0000,WEBER 26 G007,OIL,Active,HORIZONTAL,8/1/2018,59828,146161,476826,31.83353806,-103.4752121,5014.19043,2/22/2018
42-301-33752-0000,WOLF 80-TTT-B33-WF SA 205H,OIL,Active,HORIZONTAL,4/1/2018,209046,884771,0,31.68545151,-103.6115494,6469.203613,2/6/2018
42-301-33857-0000,WEBER 26 G006,OIL,Active,HORIZONTAL,8/1/2018,80816,156639.5,229325,31.83356094,-103.4751358,5013.84375,3/8/2018
42-301-33971-0000,ASH 55-1-32 UNIT 2H,PERMIT,OPEN SHUT IN,HORIZONTAL,3/1/2019,6696,21751,0,31.91155815,-103.7759781,10953.12598,10/9/2018
42-301-33961-0000,REED 24 UNIT 3H,PERMIT,,HORIZONTAL,,,,,31.90506363,-103.4894562,5180.170898,11/2/2018
42-301-33973-0000,PISTOL 24-10,PERMIT,Active,HORIZONTAL,10/1/2018,36401,89763,0,31.93354225,-103.3346558,4754.153809,5/30/2018
42-301-33980-0000,HOWARD POSNER 83-TTT-B33 SA 203H,OIL,Active,HORIZONTAL,2/1/2019,43415,156048,0,31.72068596,-103.6120224,7490.679688,11/13/2018
42-301-33988-0000,EL PATRON UNIT 6H,PERMIT,Active,HORIZONTAL,,,,,31.94611931,-103.4564972,10202.24512,5/8/2018
42-301-33926-0000,LONGHORN 55-1-30 UNIT 2H,PERMIT,Active,HORIZONTAL,12/1/2018,44205,192380,0,31.93335915,-103.8017426,8312,8/12/2018
42-301-33967-0000,BIG HORN 56-1-19 2H,OIL,Active,HORIZONTAL,8/1/2018,76008,471290,379603,31.95521164,-103.890007,4825.777832,4/25/2018
42-301-33972-0000,POPLAR 55-1-24 UNIT 2H,PERMIT,OPEN SHUT IN,HORIZONTAL,12/1/2018,115756,349419,0,31.95739555,-103.7024841,10975.2832,9/16/2018
42-301-33974-0000,ORION A 5 1HR,OIL,Active,HORIZONTAL,8/1/2018,58935,513066,209875,31.95588493,-103.6135101,5075.865234,5/18/2018
42-301-33966-0000,REN STATE 13 1H,PERMIT,Active,HORIZONTAL,8/1/2018,64873,91818,214849,31.97097969,-103.363884,4965.040039,6/12/2018
42-301-33987-0000,EL PATRON UNIT 6H,OIL,Active,HORIZONTAL,9/1/2018,196961,334118,913427,31.94500542,-103.4605331,10187.57031,5/8/2018
42-301-33956-0000,SAN BERNARD 55-2-9 LOV 1D,INJECTION,Active,VERTICAL,,,,,31.86494446,-103.7610092,1320,7/30/2018
42-301-33959-0000,PECOS STATE 39-46C 3H,PERMIT,Active,HORIZONTAL,11/1/2018,66908,332485,0,31.91059303,-103.8535767,9812.753906,5/2/2018
42-301-33960-0000,PECOS STATE 39-46D 4H,PERMIT,OPEN SHUT IN,HORIZONTAL,11/1/2018,114919,558651,0,31.91052437,-103.8535767,9819.017578,5/2/2018
42-301-33921-0000,LUDEMAN B 2525,PERMIT,,HORIZONTAL,3/1/2019,8585,17904,0,31.92778587,-103.439888,8145.455566,11/9/2018
42-301-33958-0000,PECOS STATE 39-46B 2H,PERMIT,Active,HORIZONTAL,11/1/2018,120077,643991,0,31.9106617,-103.8535767,9837.750977,4/30/2018
42-301-33978-0000,MAGNUS LARSON 04-TTT-B02 203H,PERMIT,Active,HORIZONTAL,11/1/2018,79348,301211,0,31.74510574,-103.5967331,7468.460938,10/15/2018
42-301-33982-0000,EL PATRON UNIT 4H,OIL,Active,HORIZONTAL,9/1/2018,271303,442123,1314246,31.9449501,-103.4607391,10192.22363,5/11/2018
42-301-33897-0000,RUSTLER D UNIT 1H,PERMIT,,HORIZONTAL,,,,,31.93995667,-103.5090485,10107.26367,5/13/2018
42-301-33952-0000,PECOS STATE 39-46A 1H,PERMIT,Active,HORIZONTAL,11/1/2018,112260,590989,0,31.91052246,-103.8545837,9773.708984,4/29/2018
42-301-33991-0000,CROCKETT REESE STATE UNIT B 2411H,PERMIT,Active,HORIZONTAL,11/1/2018,86009,119280,618542,31.94379044,-103.4569321,7370.210449,5/29/2018
42-301-33920-0000,LUDEMAN A 2525 1H,PERMIT,,HORIZONTAL,,,,,31.92782021,-103.4397659,8134.245117,10/12/2018
42-301-33979-0000,TITAN SWD 1,PERMIT,Active,VERTICAL,,,,,31.94591713,-103.6424484,227,8/29/2018
42-301-33990-0000,EL PATRON UNIT 9H,PERMIT,,HORIZONTAL,,,,,31.94617653,-103.4562912,10181.39355,4/12/2019
42-301-33962-0000,REED 24 UNIT 4H,PERMIT,,HORIZONTAL,11/1/2018,91008,126930,0,31.90497208,-103.4894562,5500.579102,10/12/2018
42-301-33968-0000,BIG HORN 56-1-19 3H,OIL,Active,HORIZONTAL,8/1/2018,98742,558854,469530,31.95521164,-103.8900909,4837.980957,4/23/2018
42-301-33981-0000,HOWARD POSNER 83-TTT-B33 SA 204H,OIL,Active,HORIZONTAL,2/1/2019,36631,139670,0,31.72068596,-103.6120224,7477.446777,11/14/2018
42-301-33963-0000,REED 24 UNIT 5H,OIL,Active,HORIZONTAL,11/1/2018,158205,343063,0,31.91358948,-103.4888458,8071.65918,8/20/2018
42-301-34033-0000,RUDD DRAW 29-3 13H,OIL,,HORIZONTAL,,,,,31.82009697,-103.4632034,5416.263184,12/24/2018
42-301-33849-0000,BOLD JOHNSON 56-T1-35X26 SA W101H,PERMIT,Active,HORIZONTAL,,,,,31.91885757,-103.8367691,8293.630859,7/6/2018
42-301-34034-0000,TAYLOR FC26-17 6H,PERMIT,,HORIZONTAL,,,,,31.86644745,-103.4599838,10817.96777,7/10/2018
42-301-34007-0000,MCGREGOR C UNIT 9H,OIL,Active,HORIZONTAL,3/1/2019,77,1011,0,31.91126251,-103.5356674,9986.367188,12/27/2018
42-301-34009-0000,PAINTBRUSH 27-6-21 5101H,PERMIT,Active,HORIZONTAL,,,,,31.87223434,-103.3265228,10874.19238,10/1/2018
42-301-34014-0000,STATE 48 W7HN,PERMIT,Active,HORIZONTAL,11/1/2018,39026,74496,167821,31.76616478,-103.4999847,5243.344727,7/8/2018
42-301-34031-0000,SID M. KYLE 26 E007,OIL,Active,HORIZONTAL,9/1/2018,105839,202210,223105,31.92643929,-103.6200409,5525.367676,6/18/2018
42-301-34030-0000,SID M. KYLE 26 C002,OIL,Active,HORIZONTAL,9/1/2018,99970,202374,470295,31.92643929,-103.6202011,5561.524902,7/25/2018
42-301-34005-0000,MCGREGOR A UNIT 11H,OIL,Active,HORIZONTAL,3/1/2019,270,981,0,31.9112587,-103.532341,9984.106445,3/8/2019
42-301-33997-0000,SAGUARO 1 3,PERMIT,Active,VERTICAL,,,,,31.99288177,-103.5095367,180,7/7/2018
42-301-33993-0000,WAHOO 53-2-23 LOV UNIT 5H,PERMIT,,HORIZONTAL,,,,,31.83829308,-103.5151215,7445.016113,3/15/2019
42-301-34006-0000,MCGREGOR A UNIT 12H,PERMIT,,HORIZONTAL,3/1/2019,215,803,0,31.9112587,-103.5322342,9978.228516,9/21/2018
42-301-34004-0000,MCGREGOR B UNIT 10H,OIL,Active,HORIZONTAL,3/1/2019,115,555,0,31.9112606,-103.5355606,9984.297852,2/8/2019
42-301-34038-0000,GOODNIGHT UNIT 10H,PERMIT,,HORIZONTAL,2/1/2019,106111,196423,0,31.88484383,-103.5175629,10062.52441,8/31/2018
42-301-34000-0000,CHECKERS 14 2H,OIL,Active,HORIZONTAL,9/1/2018,74540,145424,328081,31.8008194,-103.4276047,4780.697754,5/16/2018
42-301-34039-0000,GOODNIGHT UNIT 11H,PERMIT,OPEN SHUT IN,HORIZONTAL,7/1/2018,4,63063,0,31.88484383,-103.5174561,10177.51855,7/14/2018
42-301-33992-0000,CROCKETT REESE STATE UNIT B 2412H,PERMIT,Active,HORIZONTAL,11/1/2018,6242,74277,34700,31.9437561,-103.4570541,7554.670898,5/28/2018
42-301-34016-0000,"JOHNSON, W.D. -16S- 3",PERMIT,Active,VERTICAL,11/1/2018,695,1303,0,31.84479332,-103.5500946,5299,7/6/2018
42-301-34013-0000,STATE 48 W6HN,PERMIT,Active,HORIZONTAL,11/1/2018,42039,80144,0,31.76616287,-103.5000687,5248.291016,7/9/2018
42-301-34015-0000,STATE 48 W8HN,PERMIT,Active,HORIZONTAL,11/1/2018,39629,75626,171115,31.76616478,-103.4999008,5300.079102,7/6/2018
42-301-34078-0000,RIFLE 21801 1H,PERMIT,,HORIZONTAL,,,,,31.75119972,-103.6628876,8258.053711,12/7/2018
42-301-34054-0000,CBR 18-19F 6H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.97250557,-103.8941116,11165.53223,7/29/2018
42-301-34072-0000,BOYD 21 431H,PERMIT,OPEN SHUT IN,HORIZONTAL,1/1/2019,20977,46881,362040,31.77548218,-103.463501,4981.788086,7/23/2018
42-301-34059-0000,CBR 18-19G 7H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.9724369,-103.8941116,11115.02832,7/31/2018
42-301-34032-0000,SEMINOLE STATE 56-2-25 UNIT 1H,PERMIT,Active,HORIZONTAL,12/1/2018,11541,36694,0,31.84099388,-103.8083267,11037.64941,6/18/2018
42-301-34040-0000,SID M. KYLE 26 D006,PERMIT,Active,HORIZONTAL,10/1/2018,139874,201502,830867,31.92643929,-103.6201172,5564.658691,7/7/2018
42-301-34050-0000,CBR 18-19I 9H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.97229958,-103.8941116,11062.68945,8/4/2018
42-301-34061-0000,CBR 22-27A 1H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.95713806,-103.8414459,10877.04297,6/28/2018
42-301-34026-0000,STATE ALOHA 55-T2-8X17 SA W105H,PERMIT,,HORIZONTAL,,,,,31.87018585,-103.7741699,11143.79395,11/16/2018
42-301-34060-0000,ROOSTERFISH 53-2-43 LOV UNIT 2H,PERMIT,Active,HORIZONTAL,,,,,31.76732254,-103.5839005,10317.02734,6/28/2018
42-301-33912-0000,WRANGLER B UNIT 1H,PERMIT,,HORIZONTAL,,,,,31.91344452,-103.5186462,9872.321289,3/8/2019
42-301-34047-0000,PECOS 39 PILOT 1,PERMIT,OPEN SHUT IN,VERTICAL,,,,,31.90529823,-103.8522186,4923,8/14/2018
42-301-34052-0000,REVOLVER 7507 E 12H,PERMIT,Active,HORIZONTAL,,,,,31.89925766,-103.3963318,5093.300781,10/12/2018
42-301-34036-0000,LONGHORN 55-1-30 UNIT 3H,PERMIT,,HORIZONTAL,,,,,31.93335915,-103.801651,8329.293945,4/12/2019
42-301-34028-0000,STATE ALOHA 55-T2-8X17 SA W108H,GAS,,HORIZONTAL,,,,,31.87015724,-103.7740555,11067.58594,10/12/2018
42-301-34063-0000,CBR 22-27C 3H,PERMIT,Active,HORIZONTAL,12/1/2018,106281,310797,0,31.95727539,-103.8414459,10902.62891,7/1/2018
42-301-34064-0000,TOTUM 18-TTT-C24 NL 226H,PERMIT,Active,HORIZONTAL,11/1/2018,46259,125129,377826,31.95197678,-103.3720398,4901.944824,7/1/2018
42-301-34071-0000,BOYD 21 331H,PERMIT,OPEN SHUT IN,HORIZONTAL,1/1/2019,24942,37840,175127,31.77554893,-103.4635239,5074.743652,7/26/2018
42-301-34053-0000,WOLF 80-TTT-B33-WF SA 206H,OIL,Active,HORIZONTAL,11/1/2018,85422,698898,0,31.68540955,-103.6114655,6960.255859,7/19/2018
42-301-34027-0000,STATE ALOHA 55-T2-8X17 SA W107H,GAS,,HORIZONTAL,,,,,31.87015724,-103.7741241,11051.79492,11/2/2018
42-301-34045-0000,SILVERTIP 76-9 UNIT E 6H,PERMIT,,HORIZONTAL,,,,,31.96816254,-103.5591278,11594.11621,5/17/2019
42-301-34068-0000,LUDEMAN 2512-D 4H,PERMIT,,HORIZONTAL,,,,,31.91539383,-103.4010391,7404.380859,12/17/2018
42-301-34049-0000,CBR 18-19H 8H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.97236824,-103.8941116,11080.99121,8/2/2018
42-301-34067-0000,LUDEMAN 2512-C 3H,PERMIT,,HORIZONTAL,,,,,31.91542816,-103.4009171,7389.435547,12/17/2018
42-301-34065-0000,LUDEMAN 2512-A 1H,PERMIT,,HORIZONTAL,,,,,31.91596603,-103.3996353,7324.458984,3/8/2019
42-301-34048-0000,SILVERTIP 76-9 UNIT E 8H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.96816254,-103.5589371,11610.89453,8/14/2018
42-301-34062-0000,CBR 22-27B 2H,PERMIT,OPEN SHUT IN,HORIZONTAL,,,,,31.95720673,-103.8414459,10850.98926,6/29/2018
42-301-34037-0000,ASPEN 55-1-30 UNIT 3H,PERMIT,,HORIZONTAL,2/1/2019,25276,102404,0,31.9355545,-103.8022537,8361.111328,7/20/2018
42-301-34101-0000,LINDSAY 10-15Q-55-1 404H,,,HORIZONTAL,,,,,31.95819092,-103.7402649,7471.058594,6/7/2019
42-301-34122-0000,ROCKET 8-421H,OIL,Active,HORIZONTAL,3/1/2019,8961,18851,0,31.96003914,-103.3424606,4870.105469,1/1/2019
42-301-34094-0000,CROCKETT REESE STATE A,PERMIT,,HORIZONTAL,2/1/2019,19668,38552,0,31.94706154,-103.4469833,7553.486328,11/16/2018
42-301-34117-0000,RUSTLER D UNIT 5H,PERMIT,,HORIZONTAL,,,,,31.92553902,-103.5113297,4574.981445,11/16/2018
