API,Completion_Date,Cum_BOE,Cum_Gas,Cum_Oil,Daily_Gas,Daily_Oil,Drilling_Type,Field,First_Month_Gas,First_Month_Oil,First_Production_Day,Gas_Gravity,Last_Flow_Pressure,Last_Test_Date,Lat,Lateral Length,Lease_Name,Long,Lower_Perforation,Months_Produced,Oil_Gravity,Operator,Peak_BOE,Peak_Gas,Peak_Oil,Perforated_Interval_Length,Production_Status,Production_type,Reservoir,Section,Spud_Date,TD,Upper_Perforation,Well_Number
4230131803,10/23/2012,374648.0,723348.0,254090.0,398.0,116.0,H,TWO GEORGES,9048.0,3045.0,10/1/2012,,,4/27/2017,31.815963500000002,,BULL SHARK 53-28,-103.5643244,15928.0,58.0,45.3,ENERGEN CORPORATION,20256.0,34842.0,14449.0,4065.0,ACTIVE,OIL,BONE SPRING,28.0,9/5/2012,16029.0,11863.0,0
4230131762,3/15/2013,239727.0,1108467.0,54983.0,692.0,14.0,H,SANDBAR,,4915.0,5/1/2013,0.81,143.0,10/22/2016,31.913531899999995,,SEVENGILLS 55-1-35,-103.73110179999999,13004.0,49.0,48.7,"ANADARKO E&P ONSHORE, LLC",17596.0,71517.0,6884.0,4174.0,ACTIVE,GAS,BONE SPRING,35.0,11/28/2012,13191.0,8830.0,2H
4230131763,2/25/2013,194895.0,858923.0,51741.0,328.0,12.0,H,SANDBAR,10321.0,1744.0,4/1/2013,0.82,181.0,10/22/2016,31.913526399999995,,SEVENGILLS 55-1-35,-103.7223403,13140.0,44.0,50.7,"ANADARKO E&P ONSHORE, LLC",21288.0,86385.0,6890.0,3680.0,ACTIVE,GAS,BONE SPRING,35.0,11/12/2012,13327.0,9460.0,6H
4247535957,7/12/2012,133815.0,293891.0,84833.0,143.0,47.0,H,TWO GEORGES,,87.0,7/1/2012,,,5/5/2017,31.6454012,,BUSH VIPER UNIT NW 1-56,-103.5673137,15654.0,58.0,44.4,ENERGEN CORPORATION,9387.0,21941.0,6335.0,4154.0,ACTIVE,OIL,BONE SPRING,72.0,4/7/2012,15716.0,11500.0,0
4230131776,11/12/2012,145640.0,672875.0,33494.0,45.0,1.0,H,SANDBAR,4963.0,1009.0,11/1/2012,0.85,314.0,10/19/2016,31.913646999999997,,SEVENGILLS 54-1-31,-103.6909974,12994.0,49.0,49.6,"ANADARKO E&P ONSHORE, LLC",17297.0,61873.0,6985.0,4004.0,ACTIVE,GAS,BONE SPRING,31.0,7/14/2012,13180.0,8990.0,6H
4230131798,10/29/2012,361989.0,1570606.0,100221.0,413.0,15.0,H,SANDBAR,19532.0,7342.0,11/1/2012,0.83,383.0,11/14/2016,31.911782000000002,,SEVENGILLS 55-1-37,-103.70353399999999,12938.0,56.0,46.1,"ANADARKO E&P ONSHORE, LLC",27599.0,93893.0,12084.0,3963.0,ACTIVE,GAS,BONE SPRING,37.0,8/22/2012,13122.0,8975.0,9H
4230131802,10/30/2012,526365.0,2481339.0,112808.0,864.0,15.0,H,SANDBAR,35290.0,7168.0,11/1/2012,0.9,409.0,12/9/2016,31.9115156,,SEVENGILLS 55-1-37,-103.712657,12703.0,57.0,47.1,"ANADARKO E&P ONSHORE, LLC",28986.0,111290.0,13378.0,3764.0,ACTIVE,GAS,BONE SPRING,37.0,8/22/2012,12879.0,8939.0,4H
4230131799,10/30/2012,358371.0,1519616.0,105102.0,887.0,18.0,H,SANDBAR,14406.0,4226.0,11/1/2012,0.83,229.0,12/17/2016,31.9115141,,SEVENGILLS 55-1-37,-103.71725490000001,13080.0,47.0,48.6,"ANADARKO E&P ONSHORE, LLC",31068.0,79237.0,17862.0,3938.0,ACTIVE,GAS,BONE SPRING,37.0,8/6/2012,13351.0,9142.0,1H
4230131770,11/29/2012,366954.0,740859.0,243477.0,409.0,93.0,H,PHANTOM,,2699.0,11/1/2012,,,9/14/2016,31.7260788,,REGAN-MCELVAIN,-103.5858781,14389.0,55.0,43.47,"OCCIDENTAL ENERGY COMPANY,INC.",28230.0,48738.0,20107.0,3183.0,ACTIVE,OIL,WOLFCAMP,84.0,6/27/2012,14520.0,11206.0,1H
4230131743,6/29/2012,91784.0,127798.0,70484.0,27.0,21.0,H,TWO GEORGES,,7061.0,7/1/2012,,,1/8/2017,31.6709398,,RIVER JACK 1-53,-103.5112903,15370.0,61.0,43.83,ENERGEN CORPORATION,9286.0,23666.0,7061.0,3359.0,ACTIVE,OIL,BONE SPRING,53.0,5/15/2012,15370.0,12011.0,0
4230131653,3/8/2012,211997.0,410959.0,143504.0,146.0,44.0,H,TWO GEORGES,,2215.0,3/1/2012,,,4/7/2017,31.7077644,,RED BULL 1-72,-103.5602454,15285.0,65.0,44.97,ENERGEN CORPORATION,11816.0,25170.0,7621.0,3743.0,ACTIVE,OIL,BONE SPRING,72.0,1/16/2012,15285.0,11542.0,0
4230131698,4/27/2012,892712.0,1191872.0,694067.0,452.0,247.0,H,TWO GEORGES,,12279.0,5/1/2012,,,3/21/2017,31.8527537,,COPPERHEAD 53-14,-103.52941729999999,16119.0,63.0,45.07,ENERGEN CORPORATION,50470.0,76884.0,38392.0,3868.0,ACTIVE,OIL,BONE SPRING,14.0,3/9/2012,16300.0,12251.0,0
4230131738,7/29/2012,285133.0,416825.0,215662.0,154.0,86.0,H,TWO GEORGES,,25.0,7/1/2012,,,4/12/2017,31.8293049,,ANACONDA 53-24,-103.498734,15992.0,61.0,44.87,ENERGEN CORPORATION,18021.0,21941.0,15167.0,3792.0,ACTIVE,OIL,BONE SPRING,24.0,5/23/2012,15992.0,12200.0,0
4230131625,3/26/2013,262004.0,555839.0,169364.0,232.0,68.0,H,PHANTOM,,13587.0,8/1/2013,,,8/21/2013,31.796795399999997,,LINDLEY 55-2-32 LOV,-103.7739515,15225.0,48.0,49.62,RD SHELL,19588.0,54321.0,13587.0,4242.0,ACTIVE,OIL,WOLFCAMP,32.0,11/22/2012,15352.0,10983.0,1H
4230131823,12/28/2012,513355.0,746199.0,388989.0,905.0,138.0,H,TWO GEORGES,,1494.0,12/1/2012,,,4/27/2017,31.923004700000003,,LUDEMAN,-103.42116870000001,17170.0,56.0,42.6,"RSP PERMIAN, LLC",39332.0,226142.0,18217.0,4570.0,ACTIVE,OIL,BONE SPRING,13.0,9/10/2012,17392.0,12600.0,0
4230131842,5/5/2013,432130.0,897275.0,282584.0,255.0,90.0,H,PHANTOM,37692.0,8604.0,5/1/2013,,,7/24/2016,31.744912699999997,,JOHNSON 1-86,-103.5574714,15427.0,51.0,45.6,RD SHELL,19580.0,40721.0,12900.0,3718.0,ACTIVE,OIL,WOLFCAMP,86.0,1/6/2013,15612.0,11709.0,0
4230131715,9/21/2013,580188.0,873603.0,434588.0,804.0,375.0,H,PHANTOM,7083.0,2371.0,9/1/2013,,,6/6/2016,31.6902006,,WHEAT 1-59 LOV,-103.5323733,16319.0,46.0,45.05,RD SHELL,27758.0,42444.0,20684.0,4729.0,ACTIVE,OIL,WOLFCAMP,59.0,4/13/2013,16500.0,11590.0,0
4230131794,2/17/2013,205707.0,221796.0,168741.0,290.0,228.0,H,PHANTOM,10639.0,8173.0,7/1/2013,,,12/5/2016,31.7398679,,UNIVERSITY 20 PW UNIT,-103.36527120000001,19815.0,46.0,42.45,RD SHELL,35401.0,33808.0,29766.0,7898.0,ACTIVE,OIL,WOLFCAMP,5.0,11/3/2012,20050.0,11917.0,0
4230131825,2/5/2013,409552.0,474753.0,330427.0,112.0,86.0,H,TWO GEORGES,18245.0,8842.0,2/1/2013,,,4/11/2017,31.706882300000004,,UNIVERSITY 8-19,-103.42939940000001,15717.0,54.0,42.65,ENERGEN CORPORATION,23834.0,44993.0,19801.0,3820.0,ACTIVE,OIL,BONE SPRING,8.0,12/25/2012,15900.0,11897.0,0
4230131929,5/22/2013,186607.0,281523.0,139686.0,61.0,39.0,H,PHANTOM,9913.0,3075.0,5/1/2013,,,10/12/2016,31.6689151,,RAYMORE 1-46 STATE UNIT 3,-103.4934407,13545.0,51.0,40.36,"ANADARKO E&P ONSHORE, LLC",21823.0,35810.0,15855.0,1870.0,ACTIVE,OIL,WOLFCAMP,47.0,3/20/2013,16331.0,11675.0,1H
4230131841,2/13/2013,217886.0,991300.0,52669.0,697.0,12.0,H,SANDBAR,4311.0,2904.0,3/1/2013,0.88,290.0,10/22/2016,31.913526399999995,,SEVENGILLS 55-1-35,-103.7221792,12950.0,43.0,47.4,"ANADARKO E&P ONSHORE, LLC",15367.0,50998.0,6867.0,3957.0,ACTIVE,GAS,BONE SPRING,35.0,10/23/2012,13212.0,8993.0,9H
4230131930,5/23/2013,363834.0,616441.0,261094.0,234.0,104.0,H,PHANTOM,3616.0,2881.0,5/1/2013,,,2/9/2017,31.6720583,,RAYMORE 1-46 UNIT 2,-103.49756670000001,15622.0,51.0,40.36,"ANADARKO E&P ONSHORE, LLC",21710.0,36377.0,15647.0,4048.0,ACTIVE,OIL,WOLFCAMP,47.0,4/7/2013,15740.0,11574.0,1H
4230131897,5/16/2013,215074.0,966333.0,54018.0,582.0,15.0,H,SANDBAR,1626.0,819.0,7/1/2013,0.88,211.0,12/1/2016,31.911793100000004,,BULLHEAD 55-1-39,-103.7493579,12637.0,43.0,45.9,"ANADARKO E&P ONSHORE, LLC",18949.0,63459.0,9064.0,3755.0,ACTIVE,GAS,BONE SPRING,39.0,1/21/2013,12823.0,8882.0,2H
4230131844,4/19/2013,182532.0,754563.0,56772.0,767.0,24.0,H,SANDBAR,6193.0,1321.0,4/1/2013,,,1/27/2014,31.955888199999997,,REED TRUST 55-1-22 LOV,-103.740561,12786.0,45.0,49.4,RD SHELL,15376.0,57785.0,6586.0,3656.0,ACTIVE,OIL,BONE SPRING,22.0,11/16/2012,12915.0,9130.0,1H
4230131777,11/28/2012,826141.0,1294024.0,610470.0,594.0,243.0,H,TWO GEORGES,24130.0,8872.0,12/1/2012,,,2/1/2017,31.794945399999996,,DIMMIT 53-38,-103.5154777,15783.0,56.0,43.9,ENERGEN CORPORATION,31390.0,59269.0,23110.0,4041.0,ACTIVE,OIL,BONE SPRING,38.0,8/1/2013,16135.0,11742.0,0
4230131676,5/23/2013,504438.0,759520.0,377851.0,1057.0,435.0,H,SANDBAR,,2388.0,5/1/2013,,,5/14/2017,31.998981,,BRUNSON,-103.4900198,20084.0,50.0,42.6,"RSP PERMIAN, LLC",28493.0,58149.0,19100.0,9314.0,ACTIVE,OIL,BONE SPRING,11.0,2/4/2013,20304.0,10770.0,0
4230131847,6/17/2013,75889.0,66855.0,64746.0,33.0,30.0,H,PHANTOM,3370.0,2283.0,6/1/2013,,,6/15/2014,31.711142100000004,,UNIVERSITY 20-7,-103.3640638,16033.0,46.0,42.75,RD SHELL,7322.0,7650.0,6047.0,4116.0,ACTIVE,OIL,WOLFCAMP,7.0,1/25/2013,16209.0,11917.0,0
4230131912,5/29/2013,570317.0,2370439.0,175244.0,534.0,45.0,H,TWO GEORGES,40229.0,12333.0,6/1/2013,,,2/17/2017,31.6711907,,SIDEWINDER STATE  UNIT 1-68,-103.56293120000001,16262.0,50.0,43.2,ENERGEN CORPORATION,41559.0,167295.0,13676.0,5137.0,ACTIVE,OIL,BONE SPRING,68.0,4/21/2013,16342.0,11125.0,0
4230131837,3/6/2013,133261.0,523843.0,45954.0,241.0,14.0,H,SANDBAR,41461.0,4486.0,6/1/2013,0.82,77.0,11/1/2016,31.913258000000003,,SEVENGILLS 55-1-35,-103.73077740000001,13185.0,43.0,51.8,"ANADARKO E&P ONSHORE, LLC",18417.0,67766.0,7123.0,3842.0,ACTIVE,GAS,BONE SPRING,35.0,10/12/2012,13380.0,9343.0,5H
4230131848,2/25/2013,183618.0,840569.0,43523.0,503.0,14.0,H,SANDBAR,12304.0,3939.0,6/1/2013,0.82,464.0,10/22/2016,31.9135316,,SEVENGILLS 55-1-35,-103.73118199999999,13165.0,40.0,49.7,"ANADARKO E&P ONSHORE, LLC",17275.0,69692.0,6924.0,3917.0,ACTIVE,GAS,BONE SPRING,27.0,12/13/2012,13351.0,9248.0,1H
4230131858,4/11/2014,451184.0,1187077.0,253338.0,457.0,83.0,H,PHANTOM,36310.0,7568.0,4/1/2013,0.73,187.0,7/17/2016,31.912321999999996,,BOLD JOHNSON 56-T1-42,-103.8947559,15040.0,52.0,40.0,BHP BILLITON PET(TXLA OP) CO,38907.0,107163.0,24656.0,4659.0,ACTIVE,GAS,WOLFCAMP,42.0,2/1/2015,15211.0,10381.0,1H
4230131871,4/21/2013,345430.0,1312120.0,126743.0,626.0,76.0,H,PHANTOM,5444.0,510.0,4/1/2013,0.73,233.0,7/22/2016,31.9265826,,BOLD JOHNSON 56-T1-36,-103.8082474,16203.0,51.0,40.0,BHP BILLITON PET(TXLA OP) CO,18993.0,74930.0,6505.0,4516.0,ACTIVE,GAS,WOLFCAMP,36.0,9/29/2014,16369.0,11687.0,1H
4230131922,5/26/2013,392394.0,1631170.0,120532.0,783.0,27.0,H,PHANTOM,1486.0,,5/1/2013,0.79,229.0,5/27/2016,31.9266098,,BOLD JOHNSON 56-T1-34,-103.84155290000001,15727.0,51.0,54.0,BHP BILLITON PET(TXLA OP) CO,23122.0,81841.0,10638.0,4341.0,ACTIVE,GAS,WOLFCAMP,34.0,1/10/2013,15890.0,11386.0,1H
4230131840,2/15/2013,212210.0,946743.0,54419.0,447.0,12.0,H,SANDBAR,4774.0,1744.0,4/1/2013,0.81,129.0,11/1/2016,31.913526399999995,,SEVENGILLS 55-1-35,-103.72225970000001,13065.0,46.0,51.1,"ANADARKO E&P ONSHORE, LLC",16421.0,55899.0,7135.0,4195.0,ACTIVE,GAS,BONE SPRING,35.0,11/12/2012,13275.0,8870.0,8H
4230131856,2/14/2013,630662.0,2646231.0,189624.0,1063.0,72.0,H,PHANTOM,,1755.0,2/1/2013,0.75,283.0,6/5/2016,31.9422456,,RAYMORE 57-T1-24,-103.9103468,16019.0,53.0,57.0,BHP BILLITON PET(TXLA OP) CO,52817.0,217399.0,16584.0,4804.0,ACTIVE,GAS,WOLFCAMP,24.0,11/10/2012,16177.0,11215.0,1H
4230131895,8/23/2013,155707.0,553967.0,63379.0,207.0,40.0,H,SANDBAR,26234.0,2568.0,8/1/2013,0.76,256.0,11/11/2016,31.882630100000004,,STATE PROTECTION 55-T2-2,-103.7212876,13102.0,46.0,50.2,BHP BILLITON PET(TXLA OP) CO,17483.0,74685.0,5035.0,4534.0,ACTIVE,GAS,BONE SPRING,2.0,1/31/2013,13255.0,8568.0,2H
4230131791,12/10/2012,349557.0,1187914.0,151571.0,157.0,21.0,H,SANDBAR,24167.0,9729.0,4/1/2013,,,12/15/2016,31.985055499999998,,LINDSAY 10,-103.74202790000001,13307.0,52.0,44.6,"RKI EXPLORATION & PRODUCTION, LLC",27334.0,78355.0,15587.0,4486.0,ACTIVE,OIL,BONE SPRING,10.0,3/1/2012,13462.0,8821.0,0
4230131940,7/2/2013,261920.0,492958.0,179760.0,196.0,85.0,H,TWO GEORGES,12025.0,6282.0,7/1/2013,,,1/17/2017,31.823321000000004,,GRASSHOPPER 53-28,-103.56397700000001,15910.0,49.0,44.97,ENERGEN CORPORATION,15521.0,37707.0,12403.0,4177.0,ACTIVE,OIL,BONE SPRING,28.0,5/26/2013,16000.0,11733.0,0
4230131141,3/18/2004,134417.0,255074.0,91905.0,111.0,29.0,D,TWO GEORGES,,546.0,10/1/2012,,,1/4/2015,31.889468100000006,,BRUNSON 'B',-103.4557248,13347.0,58.0,43.73,"RSP PERMIAN, LLC",4194.0,8569.0,4194.0,2237.0,ACTIVE,OIL,BONE SPRING,4.0,10/29/2003,16800.0,11110.0,2
4230131643,7/15/2013,340657.0,531878.0,252011.0,315.0,141.0,H,PHANTOM,25302.0,5665.0,7/1/2013,,,12/1/2016,31.7208852,,BATES 1-63 LOV UNIT,-103.52395809999999,15862.0,48.0,45.8,RD SHELL,19105.0,39281.0,15368.0,4217.0,ACTIVE,OIL,WOLFCAMP,63.0,4/26/2013,15874.0,11645.0,0
4230131771,3/10/2013,160052.0,695211.0,44184.0,320.0,14.0,H,SANDBAR,28689.0,4189.0,6/1/2013,0.82,35.0,11/1/2016,31.913531899999995,,SEVENGILLS 55-1-35,-103.7310212,12950.0,41.0,51.6,"ANADARKO E&P ONSHORE, LLC",20612.0,81989.0,6947.0,4097.0,ACTIVE,GAS,BONE SPRING,35.0,11/10/2012,13150.0,8853.0,4H
4230131761,11/21/2013,219226.0,282126.0,172205.0,160.0,74.0,H,PHANTOM,19310.0,11815.0,12/1/2013,,,9/27/2014,31.692537599999998,,WHEAT STATE 1-64 LOV,-103.5358415,15366.0,43.0,44.65,RD SHELL,15033.0,19310.0,11815.0,3743.0,ACTIVE,OIL,WOLFCAMP,64.0,5/26/2013,15556.0,11623.0,2H
4230131788,2/17/2013,94592.0,74744.0,82135.0,48.0,46.0,H,PHANTOM,7479.0,6741.0,3/1/2013,,,2/19/2013,31.6859602,,UNIVERSITY 20-20,-103.3449725,16131.0,50.0,43.53,RD SHELL,7988.0,7479.0,6741.0,4146.0,ACTIVE,OIL,WOLFCAMP,20.0,11/3/2012,16305.0,11985.0,2H
4230131388,12/22/2008,4529.0,20139.0,1173.0,12.0,0.0,V,SLASH RANCH,277.0,,8/1/2013,0.58,1784.0,8/27/2013,31.862990000000003,,APC 75-29,-103.40084559999998,13594.0,45.0,,"ANADARKO E&P ONSHORE, LLC",256.0,1493.0,168.0,10.0,ACTIVE,GAS,WOLFCAMP,29.0,4/8/2008,17700.0,13584.0,1
4230131613,2/25/2012,429374.0,873599.0,283774.0,461.0,150.0,H,PHANTOM,46970.0,21780.0,12/1/2013,,,8/24/2016,31.745619800000004,,JOHNSON 1-87 LOV,-103.5551608,15772.0,43.0,45.45,RD SHELL,29608.0,46970.0,21780.0,4438.0,ACTIVE,OIL,WOLFCAMP,87.0,11/8/2011,16050.0,11334.0,0
4230131994,1/19/2014,676544.0,1119931.0,489889.0,522.0,214.0,H,PHANTOM,8003.0,4159.0,1/1/2014,,,11/25/2016,31.708813,,WHEAT 1-60 LOV,-103.50803909999999,16004.0,42.0,45.97,RD SHELL,33130.0,54783.0,23999.0,4289.0,ACTIVE,OIL,WOLFCAMP,60.0,9/4/2013,16100.0,11715.0,0
4230131884,5/7/2013,237528.0,1072848.0,58720.0,618.0,15.0,H,SANDBAR,,1206.0,8/1/2013,0.9,220.0,12/1/2016,31.911453499999997,,BULLHEAD 55-1-39,-103.7398199,13188.0,48.0,47.6,"ANADARKO E&P ONSHORE, LLC",13576.0,51311.0,8190.0,4348.0,ACTIVE,GAS,BONE SPRING,39.0,3/11/2012,13208.0,8840.0,9H
4230131885,5/19/2013,247292.0,1172053.0,51950.0,872.0,15.0,H,SANDBAR,,441.0,7/1/2013,0.88,95.0,11/9/2016,31.911893100000004,,BULLHEAD 55-1-39,-103.74930520000001,12894.0,43.0,45.9,"ANADARKO E&P ONSHORE, LLC",15381.0,60000.0,8283.0,3954.0,ACTIVE,GAS,BONE SPRING,39.0,2/4/2013,13074.0,8940.0,4H
4230131900,5/6/2013,172632.0,716717.0,53179.0,202.0,15.0,H,SANDBAR,6772.0,815.0,7/1/2013,0.88,176.0,12/1/2016,31.9114272,,BULLHEAD 55-1-39,-103.7399815,12936.0,43.0,45.6,"ANADARKO E&P ONSHORE, LLC",17087.0,63832.0,8098.0,3721.0,ACTIVE,GAS,BONE SPRING,39.0,2/23/2013,13120.0,9215.0,6H
4230131902,5/6/2013,245978.0,1142497.0,55562.0,961.0,15.0,H,SANDBAR,6632.0,858.0,7/1/2013,0.87,147.0,12/1/2016,31.911894399999994,,BULLHEAD 55-1-39,-103.74946390000001,12891.0,45.0,45.9,"ANADARKO E&P ONSHORE, LLC",19897.0,68106.0,8546.0,4066.0,ACTIVE,GAS,BONE SPRING,39.0,1/2/2013,13074.0,8825.0,1H
4230131932,9/10/2013,463545.0,2072308.0,118160.0,1413.0,16.0,H,SANDBAR,13222.0,4215.0,9/1/2013,0.85,518.0,11/26/2016,31.9410412,,MCKNIGHT 54-1-29 UNIT,-103.6713922,13420.0,43.0,45.6,"ANADARKO E&P ONSHORE, LLC",36340.0,107273.0,22286.0,4088.0,ACTIVE,GAS,BONE SPRING,29.0,4/10/2013,13625.0,9332.0,6H
4230131938,9/11/2013,511167.0,2155613.0,151898.0,1326.0,31.0,H,SANDBAR,16655.0,5042.0,9/1/2013,0.99,1072.0,10/2/2016,31.9410412,,MCKNIGHT 54-1-29 UNIT,-103.6713116,13371.0,45.0,45.9,"ANADARKO E&P ONSHORE, LLC",40958.0,98807.0,24490.0,4000.0,ACTIVE,GAS,BONE SPRING,29.0,5/9/2013,13571.0,9371.0,9H
4230131944,9/17/2013,376738.0,1701713.0,93119.0,1041.0,12.0,H,SANDBAR,2573.0,937.0,9/1/2013,0.86,2094.0,10/9/2016,31.941077000000003,,SEVENGILLS 54-1-29,-103.68277640000001,13161.0,45.0,47.4,"ANADARKO E&P ONSHORE, LLC",29320.0,83718.0,16960.0,4246.0,ACTIVE,GAS,BONE SPRING,29.0,7/5/2013,13388.0,8915.0,1HR
4230131913,5/23/2013,322667.0,1409323.0,87780.0,570.0,27.0,H,SANDBAR,6330.0,2089.0,6/1/2013,0.88,207.0,10/27/2016,31.913535800000002,,BULLHEAD 55-1-34 UNIT,-103.7378113,12695.0,47.0,45.4,"ANADARKO E&P ONSHORE, LLC",23753.0,80936.0,10264.0,3955.0,ACTIVE,GAS,BONE SPRING,34.0,3/18/2013,13007.0,8740.0,9HR
4230131920,8/3/2013,216633.0,772997.0,87800.0,241.0,32.0,H,SANDBAR,17668.0,6184.0,8/1/2013,0.86,105.0,12/24/2016,31.928078999999997,,SID M. KYLE 26,-103.6292872,13648.0,48.0,47.8,"ROSEHILL OPERATING COMPANY, LLC",11860.0,38338.0,6700.0,4248.0,ACTIVE,GAS,BONE SPRING,26.0,3/1/2013,13700.0,9400.0,2H
4230132004,2/26/2014,158680.0,348514.0,100594.0,138.0,42.0,H,PHANTOM,28068.0,7314.0,3/1/2014,,,3/17/2014,31.824330199999995,,SLACK BOX 54-2-28 LOV UNIT,-103.65392709999999,16040.0,40.0,49.17,RD SHELL,11992.0,28068.0,7314.0,4041.0,ACTIVE,OIL,WOLFCAMP,28.0,8/6/2013,16130.0,11999.0,1H
4230131865,8/28/2013,372149.0,1618299.0,102433.0,481.0,69.0,H,TWO GEORGES,93464.0,5552.0,9/1/2013,,,2/6/2017,31.675759600000003,,HOGNOSE 1-67 UNIT,-103.5690005,15100.0,47.0,44.67,ENERGEN CORPORATION,24208.0,110941.0,6330.0,3864.0,ACTIVE,OIL,BONE SPRING,67.0,7/28/2013,15225.0,11236.0,0
4230131941,12/15/2013,479490.0,892630.0,330718.0,239.0,94.0,H,PHANTOM,13661.0,5049.0,12/1/2013,,,9/8/2016,31.7327705,,BATES 1-77 LOV UNIT,-103.5400369,15575.0,44.0,44.35,RD SHELL,37429.0,72692.0,25314.0,4180.0,ACTIVE,OIL,WOLFCAMP,77.0,6/30/2013,15740.0,11395.0,0
4230131943,12/2/2013,384489.0,573608.0,288888.0,225.0,122.0,H,PHANTOM,28595.0,11189.0,12/1/2013,,,10/20/2014,31.7142908,,SPURDOG 1-62 LOV,-103.51290949999999,15992.0,44.0,46.37,RD SHELL,18156.0,29248.0,13281.0,4313.0,ACTIVE,OIL,WOLFCAMP,62.0,7/23/2013,16173.0,11679.0,4H
4230131970,1/8/2014,455640.0,848715.0,314187.0,454.0,159.0,H,PHANTOM,19838.0,8690.0,1/1/2014,,,12/21/2016,31.737689899999996,,JOHNSON 1-76,-103.5467027,16055.0,42.0,45.8,RD SHELL,19144.0,38713.0,12692.0,4358.0,ACTIVE,OIL,WOLFCAMP,77.0,8/7/2013,16378.0,11697.0,0
4230132013,10/26/2013,1163138.0,1725299.0,875588.0,1710.0,1072.0,H,PHANTOM,1191.0,2217.0,10/1/2013,,,11/8/2016,31.7384948,,BLACKTIP STATE 42,-103.489174,17130.0,46.0,41.07,"ANADARKO E&P ONSHORE, LLC",100291.0,254108.0,68893.0,5196.0,ACTIVE,OIL,WOLFCAMP,31.0,9/4/2013,17316.0,11934.0,0
4230132006,11/2/2013,198901.0,823889.0,61586.0,682.0,18.0,H,SANDBAR,,936.0,11/1/2013,0.81,145.0,12/21/2016,31.926711199999996,,Z&T 32,-103.6783872,13380.0,45.0,47.8,"ROSEHILL OPERATING COMPANY, LLC",14285.0,40977.0,7455.0,4580.0,ACTIVE,GAS,BONE SPRING,32.0,7/25/2013,13531.0,8800.0,C002AH
4230131890,5/30/2013,200685.0,348149.0,142660.0,133.0,69.0,H,PHANTOM,21856.0,11595.0,12/1/2013,,,6/14/2014,31.7245157,,TUCKER 1-75 LOV,-103.5258094,15409.0,43.0,45.38,RD SHELL,15238.0,28351.0,11595.0,3838.0,ACTIVE,OIL,WOLFCAMP,75.0,4/16/2013,15565.0,11571.0,2H
4230131987,12/26/2013,1636501.0,3440084.0,1063154.0,4520.0,1287.0,H,PHANTOM,39163.0,12153.0,1/1/2014,,,2/8/2017,31.7088028,,DOROTHY WHITE 82-TTT-B33 WF,-103.6119454,17088.0,43.0,46.3,MATADOR PRODUCTION COMPANY,148720.0,312488.0,96639.0,6134.0,ACTIVE,OIL,WOLFCAMP,82.0,10/2/2013,17230.0,10954.0,0
4230132068,5/17/2014,2432388.0,7595604.0,1166454.0,6733.0,646.0,H,SANDBAR,50308.0,27064.0,5/1/2014,,,5/12/2017,31.985046500000003,,STATE MERCURY,-103.664546,15401.0,39.0,41.0,EOG RESOURCES INCORPORATED,134448.0,299836.0,97937.0,6240.0,ACTIVE,OIL,BONE SPRING,9.0,1/24/2014,15500.0,9161.0,0
4230131956,12/10/2013,527724.0,2569980.0,99394.0,1346.0,16.0,H,SANDBAR,5833.0,1961.0,12/1/2013,0.95,173.0,11/23/2016,31.9405333,,MDJ 54-1-30,-103.6893845,13328.0,44.0,48.0,"ANADARKO E&P ONSHORE, LLC",21306.0,112671.0,10443.0,3834.0,ACTIVE,GAS,BONE SPRING,30.0,6/13/2013,13547.0,9494.0,9HS
4230131928,1/8/2014,476702.0,835950.0,337377.0,541.0,158.0,H,PHANTOM,18067.0,6668.0,1/1/2014,,,2/1/2017,31.737655699999998,,WHEAT 1-77 LOV UNIT,-103.5466564,15785.0,42.0,45.8,RD SHELL,27234.0,51002.0,22482.0,4725.0,ACTIVE,OIL,WOLFCAMP,77.0,7/10/2013,15845.0,11060.0,0
4230132050,5/17/2014,591749.0,1212186.0,389718.0,799.0,243.0,H,PHANTOM,26865.0,8113.0,5/1/2014,,,1/24/2017,31.7128206,,WHEAT TRUST 1-78 LOV UNIT 2,-103.56331879999999,15897.0,39.0,45.8,RD SHELL,40623.0,83622.0,26686.0,4581.0,ACTIVE,OIL,WOLFCAMP,78.0,11/13/2013,15970.0,11316.0,0
4230132078,5/27/2014,934111.0,2915622.0,448174.0,1508.0,204.0,H,SANDBAR,20394.0,12230.0,5/1/2014,,,2/15/2017,31.9700515,,GEMINI,-103.63073059999999,14221.0,39.0,41.0,EOG RESOURCES INCORPORATED,91726.0,171348.0,63168.0,4892.0,ACTIVE,OIL,BONE SPRING,14.0,1/19/2014,14332.0,9329.0,0
4230131953,1/19/2014,418342.0,1927153.0,97150.0,1725.0,16.0,H,SANDBAR,,7928.0,1/1/2014,0.95,326.0,12/6/2016,31.9404903,,MDJ 54-1-30,-103.6952717,13187.0,43.0,48.0,"ANADARKO E&P ONSHORE, LLC",17244.0,67650.0,10729.0,3690.0,ACTIVE,GAS,BONE SPRING,30.0,7/3/2013,13355.0,9497.0,1HS
