,API,Block,Completion_Date,Cum_BOE,Cum_Gas,Cum_Oil,Cum_water,Daily_Gas,Daily_Oil,Drilling_Type,Field,First_Month_Gas,First_Month_Oil,First_Production_Day,Gas_Gravity,Last_Flow_Pressure,Last_Test_Date,Lat,Lateral Length,Lease_Name,Long,Lower_Perforation,Months_Produced,Oil_Gravity,Operator,Peak_BOE,Peak_Gas,Peak_Oil,Perforated_Interval_Length,Production_Status,Production_Type,Production_type,Reservoir,STATUS,Section,Spud_Date,TD,TVD,Upper_Perforation,Well_Count,Well_Number,operator ,well profile 
263,4230131738,53 T2,7/29/2012,285133.0,416825.0,215662.0,,154.0,86.0,H,TWO GEORGES,,25.0,7/1/2012,,,4/12/2017,31.8293049,,ANACONDA 53-24,-103.498734,15992.0,61.0,44.87,ENERGEN CORPORATION,18021.0,21941.0,15167.0,3792.0,ACTIVE,,OIL,BONE SPRING,,24.0,5/23/2012,15992.0,,12200.0,2.0,0,,
264,4230131625,55 T2,3/26/2013,262004.0,555839.0,169364.0,,232.0,68.0,H,PHANTOM,,13587.0,8/1/2013,,,8/21/2013,31.796795399999997,,LINDLEY 55-2-32 LOV,-103.7739515,15225.0,48.0,49.62,RD SHELL,19588.0,54321.0,13587.0,4242.0,ACTIVE,,OIL,WOLFCAMP,,32.0,11/22/2012,15352.0,,10983.0,1.0,1H,,
265,4230131823,C25,12/28/2012,513355.0,746199.0,388989.0,,905.0,138.0,H,TWO GEORGES,,1494.0,12/1/2012,,,4/27/2017,31.923004700000003,,LUDEMAN,-103.42116870000001,17170.0,56.0,42.6,"RSP PERMIAN, LLC",39332.0,226142.0,18217.0,4570.0,ACTIVE,,OIL,BONE SPRING,,13.0,9/10/2012,17392.0,,12600.0,2.0,0,,
266,4230131842,1,5/5/2013,432130.0,897275.0,282584.0,,255.0,90.0,H,PHANTOM,37692.0,8604.0,5/1/2013,,,7/24/2016,31.744912699999997,,JOHNSON 1-86,-103.5574714,15427.0,51.0,45.6,RD SHELL,19580.0,40721.0,12900.0,3718.0,ACTIVE,,OIL,WOLFCAMP,,86.0,1/6/2013,15612.0,,11709.0,2.0,0,,
267,4230131715,1,9/21/2013,580188.0,873603.0,434588.0,,804.0,375.0,H,PHANTOM,7083.0,2371.0,9/1/2013,,,6/6/2016,31.6902006,,WHEAT 1-59 LOV,-103.5323733,16319.0,46.0,45.05,RD SHELL,27758.0,42444.0,20684.0,4729.0,ACTIVE,,OIL,WOLFCAMP,,59.0,4/13/2013,16500.0,,11590.0,3.0,0,,
268,4230131794,20,2/17/2013,205707.0,221796.0,168741.0,,290.0,228.0,H,PHANTOM,10639.0,8173.0,7/1/2013,,,12/5/2016,31.7398679,,UNIVERSITY 20 PW UNIT,-103.36527120000001,19815.0,46.0,42.45,RD SHELL,35401.0,33808.0,29766.0,7898.0,ACTIVE,,OIL,WOLFCAMP,,5.0,11/3/2012,20050.0,,11917.0,6.0,0,,
269,4230131825,19,2/5/2013,409552.0,474753.0,330427.0,,112.0,86.0,H,TWO GEORGES,18245.0,8842.0,2/1/2013,,,4/11/2017,31.706882300000004,,UNIVERSITY 8-19,-103.42939940000001,15717.0,54.0,42.65,ENERGEN CORPORATION,23834.0,44993.0,19801.0,3820.0,ACTIVE,,OIL,BONE SPRING,,8.0,12/25/2012,15900.0,,11897.0,2.0,0,,
270,4230131929,1,5/22/2013,186607.0,281523.0,139686.0,,61.0,39.0,H,PHANTOM,9913.0,3075.0,5/1/2013,,,10/12/2016,31.6689151,,RAYMORE 1-46 STATE UNIT 3,-103.4934407,13545.0,51.0,40.36,"ANADARKO E&P ONSHORE, LLC",21823.0,35810.0,15855.0,1870.0,ACTIVE,,OIL,WOLFCAMP,,47.0,3/20/2013,16331.0,,11675.0,1.0,1H,,
271,4230131841,55 T1,2/13/2013,217886.0,991300.0,52669.0,,697.0,12.0,H,SANDBAR,4311.0,2904.0,3/1/2013,0.88,290.0,10/22/2016,31.913526399999995,,SEVENGILLS 55-1-35,-103.7221792,12950.0,43.0,47.4,"ANADARKO E&P ONSHORE, LLC",15367.0,50998.0,6867.0,3957.0,ACTIVE,,GAS,BONE SPRING,,35.0,10/23/2012,13212.0,0.0,8993.0,1.0,9H,,
272,4230131930,1,5/23/2013,363834.0,616441.0,261094.0,,234.0,104.0,H,PHANTOM,3616.0,2881.0,5/1/2013,,,2/9/2017,31.6720583,,RAYMORE 1-46 UNIT 2,-103.49756670000001,15622.0,51.0,40.36,"ANADARKO E&P ONSHORE, LLC",21710.0,36377.0,15647.0,4048.0,ACTIVE,,OIL,WOLFCAMP,,47.0,4/7/2013,15740.0,,11574.0,1.0,1H,,
273,4230131897,55 T1,5/16/2013,215074.0,966333.0,54018.0,,582.0,15.0,H,SANDBAR,1626.0,819.0,7/1/2013,0.88,211.0,12/1/2016,31.911793100000004,,BULLHEAD 55-1-39,-103.7493579,12637.0,43.0,45.9,"ANADARKO E&P ONSHORE, LLC",18949.0,63459.0,9064.0,3755.0,ACTIVE,,GAS,BONE SPRING,,39.0,1/21/2013,12823.0,0.0,8882.0,1.0,2H,,
274,4230131844,55 T1,4/19/2013,182532.0,754563.0,56772.0,,767.0,24.0,H,SANDBAR,6193.0,1321.0,4/1/2013,,,1/27/2014,31.955888199999997,,REED TRUST 55-1-22 LOV,-103.740561,12786.0,45.0,49.4,RD SHELL,15376.0,57785.0,6586.0,3656.0,ACTIVE,,OIL,BONE SPRING,,22.0,11/16/2012,12915.0,,9130.0,1.0,1H,,
275,4230131777,53 T2,11/28/2012,826141.0,1294024.0,610470.0,,594.0,243.0,H,TWO GEORGES,24130.0,8872.0,12/1/2012,,,2/1/2017,31.794945399999996,,DIMMIT 53-38,-103.5154777,15783.0,56.0,43.9,ENERGEN CORPORATION,31390.0,59269.0,23110.0,4041.0,ACTIVE,,OIL,BONE SPRING,,38.0,8/1/2013,16135.0,,11742.0,4.0,0,,
276,4230131676,C26,5/23/2013,504438.0,759520.0,377851.0,,1057.0,435.0,H,SANDBAR,,2388.0,5/1/2013,,,5/14/2017,31.998981,,BRUNSON,-103.4900198,20084.0,50.0,42.6,"RSP PERMIAN, LLC",28493.0,58149.0,19100.0,9314.0,ACTIVE,,OIL,BONE SPRING,,11.0,2/4/2013,20304.0,,10770.0,3.0,0,,
277,4230131847,20,6/17/2013,75889.0,66855.0,64746.0,,33.0,30.0,H,PHANTOM,3370.0,2283.0,6/1/2013,,,6/15/2014,31.711142100000004,,UNIVERSITY 20-7,-103.3640638,16033.0,46.0,42.75,RD SHELL,7322.0,7650.0,6047.0,4116.0,ACTIVE,,OIL,WOLFCAMP,,7.0,1/25/2013,16209.0,,11917.0,1.0,0,,
278,4230131912,1,5/29/2013,570317.0,2370439.0,175244.0,,534.0,45.0,H,TWO GEORGES,40229.0,12333.0,6/1/2013,,,2/17/2017,31.6711907,,SIDEWINDER STATE  UNIT 1-68,-103.56293120000001,16262.0,50.0,43.2,ENERGEN CORPORATION,41559.0,167295.0,13676.0,5137.0,ACTIVE,,OIL,BONE SPRING,,68.0,4/21/2013,16342.0,,11125.0,2.0,0,,
279,4230131837,55 T1,3/6/2013,133261.0,523843.0,45954.0,,241.0,14.0,H,SANDBAR,41461.0,4486.0,6/1/2013,0.82,77.0,11/1/2016,31.913258000000003,,SEVENGILLS 55-1-35,-103.73077740000001,13185.0,43.0,51.8,"ANADARKO E&P ONSHORE, LLC",18417.0,67766.0,7123.0,3842.0,ACTIVE,,GAS,BONE SPRING,,35.0,10/12/2012,13380.0,0.0,9343.0,1.0,5H,,
280,4230131848,55 T1,2/25/2013,183618.0,840569.0,43523.0,,503.0,14.0,H,SANDBAR,12304.0,3939.0,6/1/2013,0.82,464.0,10/22/2016,31.9135316,,SEVENGILLS 55-1-35,-103.73118199999999,13165.0,40.0,49.7,"ANADARKO E&P ONSHORE, LLC",17275.0,69692.0,6924.0,3917.0,ACTIVE,,GAS,BONE SPRING,,27.0,12/13/2012,13351.0,0.0,9248.0,1.0,1H,,
281,4230131858,56 T1,4/11/2014,451184.0,1187077.0,253338.0,,457.0,83.0,H,PHANTOM,36310.0,7568.0,4/1/2013,0.73,187.0,7/17/2016,31.912321999999996,,BOLD JOHNSON 56-T1-42,-103.8947559,15040.0,52.0,40.0,BHP BILLITON PET(TXLA OP) CO,38907.0,107163.0,24656.0,4659.0,ACTIVE,,GAS,WOLFCAMP,,42.0,2/1/2015,15211.0,0.0,10381.0,1.0,1H,,
282,4230131871,56 T1,4/21/2013,345430.0,1312120.0,126743.0,,626.0,76.0,H,PHANTOM,5444.0,510.0,4/1/2013,0.73,233.0,7/22/2016,31.9265826,,BOLD JOHNSON 56-T1-36,-103.8082474,16203.0,51.0,40.0,BHP BILLITON PET(TXLA OP) CO,18993.0,74930.0,6505.0,4516.0,ACTIVE,,GAS,WOLFCAMP,,36.0,9/29/2014,16369.0,0.0,11687.0,1.0,1H,,
283,4230131922,56 T1,5/26/2013,392394.0,1631170.0,120532.0,,783.0,27.0,H,PHANTOM,1486.0,,5/1/2013,0.79,229.0,5/27/2016,31.9266098,,BOLD JOHNSON 56-T1-34,-103.84155290000001,15727.0,51.0,54.0,BHP BILLITON PET(TXLA OP) CO,23122.0,81841.0,10638.0,4341.0,ACTIVE,,GAS,WOLFCAMP,,34.0,1/10/2013,15890.0,,11386.0,1.0,1H,,
284,4230131840,55 T1,2/15/2013,212210.0,946743.0,54419.0,,447.0,12.0,H,SANDBAR,4774.0,1744.0,4/1/2013,0.81,129.0,11/1/2016,31.913526399999995,,SEVENGILLS 55-1-35,-103.72225970000001,13065.0,46.0,51.1,"ANADARKO E&P ONSHORE, LLC",16421.0,55899.0,7135.0,4195.0,ACTIVE,,GAS,BONE SPRING,,35.0,11/12/2012,13275.0,0.0,8870.0,1.0,8H,,
285,4230131856,57 T1,2/14/2013,630662.0,2646231.0,189624.0,,1063.0,72.0,H,PHANTOM,,1755.0,2/1/2013,0.75,283.0,6/5/2016,31.9422456,,RAYMORE 57-T1-24,-103.9103468,16019.0,53.0,57.0,BHP BILLITON PET(TXLA OP) CO,52817.0,217399.0,16584.0,4804.0,ACTIVE,,GAS,WOLFCAMP,,24.0,11/10/2012,16177.0,,11215.0,1.0,1H,,
286,4230131895,55 T2,8/23/2013,155707.0,553967.0,63379.0,,207.0,40.0,H,SANDBAR,26234.0,2568.0,8/1/2013,0.76,256.0,11/11/2016,31.882630100000004,,STATE PROTECTION 55-T2-2,-103.7212876,13102.0,46.0,50.2,BHP BILLITON PET(TXLA OP) CO,17483.0,74685.0,5035.0,4534.0,ACTIVE,,GAS,BONE SPRING,,2.0,1/31/2013,13255.0,0.0,8568.0,1.0,2H,,
287,4230131791,55 T1,12/10/2012,349557.0,1187914.0,151571.0,,157.0,21.0,H,SANDBAR,24167.0,9729.0,4/1/2013,,,12/15/2016,31.985055499999998,,LINDSAY 10,-103.74202790000001,13307.0,52.0,44.6,"RKI EXPLORATION & PRODUCTION, LLC",27334.0,78355.0,15587.0,4486.0,ACTIVE,,OIL,BONE SPRING,,10.0,3/1/2012,13462.0,,8821.0,2.0,0,,
288,4230131940,53 T2,7/2/2013,261920.0,492958.0,179760.0,,196.0,85.0,H,TWO GEORGES,12025.0,6282.0,7/1/2013,,,1/17/2017,31.823321000000004,,GRASSHOPPER 53-28,-103.56397700000001,15910.0,49.0,44.97,ENERGEN CORPORATION,15521.0,37707.0,12403.0,4177.0,ACTIVE,,OIL,BONE SPRING,,28.0,5/26/2013,16000.0,,11733.0,2.0,0,,
289,4230131141,C26,3/18/2004,134417.0,255074.0,91905.0,,111.0,29.0,D,TWO GEORGES,,546.0,10/1/2012,,,1/4/2015,31.889468100000006,,BRUNSON 'B',-103.4557248,13347.0,58.0,43.73,"RSP PERMIAN, LLC",4194.0,8569.0,4194.0,2237.0,ACTIVE,,OIL,BONE SPRING,,4.0,10/29/2003,16800.0,,11110.0,1.0,2,,
290,4230131643,1,7/15/2013,340657.0,531878.0,252011.0,,315.0,141.0,H,PHANTOM,25302.0,5665.0,7/1/2013,,,12/1/2016,31.7208852,,BATES 1-63 LOV UNIT,-103.52395809999999,15862.0,48.0,45.8,RD SHELL,19105.0,39281.0,15368.0,4217.0,ACTIVE,,OIL,WOLFCAMP,,63.0,4/26/2013,15874.0,,11645.0,2.0,0,,
291,4230131771,55 T1,3/10/2013,160052.0,695211.0,44184.0,,320.0,14.0,H,SANDBAR,28689.0,4189.0,6/1/2013,0.82,35.0,11/1/2016,31.913531899999995,,SEVENGILLS 55-1-35,-103.7310212,12950.0,41.0,51.6,"ANADARKO E&P ONSHORE, LLC",20612.0,81989.0,6947.0,4097.0,ACTIVE,,GAS,BONE SPRING,,35.0,11/10/2012,13150.0,0.0,8853.0,1.0,4H,,
292,4230131761,1,11/21/2013,219226.0,282126.0,172205.0,,160.0,74.0,H,PHANTOM,19310.0,11815.0,12/1/2013,,,9/27/2014,31.692537599999998,,WHEAT STATE 1-64 LOV,-103.5358415,15366.0,43.0,44.65,RD SHELL,15033.0,19310.0,11815.0,3743.0,ACTIVE,,OIL,WOLFCAMP,,64.0,5/26/2013,15556.0,,11623.0,1.0,2H,,
293,4230131788,20,2/17/2013,94592.0,74744.0,82135.0,,48.0,46.0,H,PHANTOM,7479.0,6741.0,3/1/2013,,,2/19/2013,31.6859602,,UNIVERSITY 20-20,-103.3449725,16131.0,50.0,43.53,RD SHELL,7988.0,7479.0,6741.0,4146.0,ACTIVE,,OIL,WOLFCAMP,,20.0,11/3/2012,16305.0,,11985.0,1.0,2H,,
294,4230131388,75,12/22/2008,4529.0,20139.0,1173.0,,12.0,0.0,V,SLASH RANCH,277.0,,8/1/2013,0.58,1784.0,8/27/2013,31.862990000000003,,APC 75-29,-103.40084559999998,13594.0,45.0,,"ANADARKO E&P ONSHORE, LLC",256.0,1493.0,168.0,10.0,ACTIVE,,GAS,WOLFCAMP,,29.0,4/8/2008,17700.0,0.0,13584.0,1.0,1,,
295,4230131613,1,2/25/2012,429374.0,873599.0,283774.0,,461.0,150.0,H,PHANTOM,46970.0,21780.0,12/1/2013,,,8/24/2016,31.745619800000004,,JOHNSON 1-87 LOV,-103.5551608,15772.0,43.0,45.45,RD SHELL,29608.0,46970.0,21780.0,4438.0,ACTIVE,,OIL,WOLFCAMP,,87.0,11/8/2011,16050.0,,11334.0,3.0,0,,
296,4230131994,1,1/19/2014,676544.0,1119931.0,489889.0,,522.0,214.0,H,PHANTOM,8003.0,4159.0,1/1/2014,,,11/25/2016,31.708813,,WHEAT 1-60 LOV,-103.50803909999999,16004.0,42.0,45.97,RD SHELL,33130.0,54783.0,23999.0,4289.0,ACTIVE,,OIL,WOLFCAMP,,60.0,9/4/2013,16100.0,,11715.0,2.0,0,,
297,4230131884,55 T1,5/7/2013,237528.0,1072848.0,58720.0,,618.0,15.0,H,SANDBAR,,1206.0,8/1/2013,0.9,220.0,12/1/2016,31.911453499999997,,BULLHEAD 55-1-39,-103.7398199,13188.0,48.0,47.6,"ANADARKO E&P ONSHORE, LLC",13576.0,51311.0,8190.0,4348.0,ACTIVE,,GAS,BONE SPRING,,39.0,3/11/2012,13208.0,0.0,8840.0,1.0,9H,,
298,4230131885,55 T1,5/19/2013,247292.0,1172053.0,51950.0,,872.0,15.0,H,SANDBAR,,441.0,7/1/2013,0.88,95.0,11/9/2016,31.911893100000004,,BULLHEAD 55-1-39,-103.74930520000001,12894.0,43.0,45.9,"ANADARKO E&P ONSHORE, LLC",15381.0,60000.0,8283.0,3954.0,ACTIVE,,GAS,BONE SPRING,,39.0,2/4/2013,13074.0,0.0,8940.0,1.0,4H,,
299,4230131900,55 T1,5/6/2013,172632.0,716717.0,53179.0,,202.0,15.0,H,SANDBAR,6772.0,815.0,7/1/2013,0.88,176.0,12/1/2016,31.9114272,,BULLHEAD 55-1-39,-103.7399815,12936.0,43.0,45.6,"ANADARKO E&P ONSHORE, LLC",17087.0,63832.0,8098.0,3721.0,ACTIVE,,GAS,BONE SPRING,,39.0,2/23/2013,13120.0,0.0,9215.0,1.0,6H,,
300,4230131902,55 T1,5/6/2013,245978.0,1142497.0,55562.0,,961.0,15.0,H,SANDBAR,6632.0,858.0,7/1/2013,0.87,147.0,12/1/2016,31.911894399999994,,BULLHEAD 55-1-39,-103.74946390000001,12891.0,45.0,45.9,"ANADARKO E&P ONSHORE, LLC",19897.0,68106.0,8546.0,4066.0,ACTIVE,,GAS,BONE SPRING,,39.0,1/2/2013,13074.0,0.0,8825.0,1.0,1H,,
301,4230131932,54 T1,9/10/2013,463545.0,2072308.0,118160.0,,1413.0,16.0,H,SANDBAR,13222.0,4215.0,9/1/2013,0.85,518.0,11/26/2016,31.9410412,,MCKNIGHT 54-1-29 UNIT,-103.6713922,13420.0,43.0,45.6,"ANADARKO E&P ONSHORE, LLC",36340.0,107273.0,22286.0,4088.0,ACTIVE,,GAS,BONE SPRING,,29.0,4/10/2013,13625.0,0.0,9332.0,1.0,6H,,
302,4230131938,54 T1,9/11/2013,511167.0,2155613.0,151898.0,,1326.0,31.0,H,SANDBAR,16655.0,5042.0,9/1/2013,0.99,1072.0,10/2/2016,31.9410412,,MCKNIGHT 54-1-29 UNIT,-103.6713116,13371.0,45.0,45.9,"ANADARKO E&P ONSHORE, LLC",40958.0,98807.0,24490.0,4000.0,ACTIVE,,GAS,BONE SPRING,,29.0,5/9/2013,13571.0,0.0,9371.0,1.0,9H,,
303,4230131944,54 T1,9/17/2013,376738.0,1701713.0,93119.0,,1041.0,12.0,H,SANDBAR,2573.0,937.0,9/1/2013,0.86,2094.0,10/9/2016,31.941077000000003,,SEVENGILLS 54-1-29,-103.68277640000001,13161.0,45.0,47.4,"ANADARKO E&P ONSHORE, LLC",29320.0,83718.0,16960.0,4246.0,ACTIVE,,GAS,BONE SPRING,,29.0,7/5/2013,13388.0,0.0,8915.0,1.0,1HR,,
304,4230131913,55 T1,5/23/2013,322667.0,1409323.0,87780.0,,570.0,27.0,H,SANDBAR,6330.0,2089.0,6/1/2013,0.88,207.0,10/27/2016,31.913535800000002,,BULLHEAD 55-1-34 UNIT,-103.7378113,12695.0,47.0,45.4,"ANADARKO E&P ONSHORE, LLC",23753.0,80936.0,10264.0,3955.0,ACTIVE,,GAS,BONE SPRING,,34.0,3/18/2013,13007.0,0.0,8740.0,1.0,9HR,,
305,4230131920,54 T1,8/3/2013,216633.0,772997.0,87800.0,,241.0,32.0,H,SANDBAR,17668.0,6184.0,8/1/2013,0.86,105.0,12/24/2016,31.928078999999997,,SID M. KYLE 26,-103.6292872,13648.0,48.0,47.8,"ROSEHILL OPERATING COMPANY, LLC",11860.0,38338.0,6700.0,4248.0,ACTIVE,,GAS,BONE SPRING,,26.0,3/1/2013,13700.0,,9400.0,1.0,2H,,
306,4230132004,54 T2,2/26/2014,158680.0,348514.0,100594.0,,138.0,42.0,H,PHANTOM,28068.0,7314.0,3/1/2014,,,3/17/2014,31.824330199999995,,SLACK BOX 54-2-28 LOV UNIT,-103.65392709999999,16040.0,40.0,49.17,RD SHELL,11992.0,28068.0,7314.0,4041.0,ACTIVE,,OIL,WOLFCAMP,,28.0,8/6/2013,16130.0,,11999.0,1.0,1H,,
307,4230131865,1,8/28/2013,372149.0,1618299.0,102433.0,,481.0,69.0,H,TWO GEORGES,93464.0,5552.0,9/1/2013,,,2/6/2017,31.675759600000003,,HOGNOSE 1-67 UNIT,-103.5690005,15100.0,47.0,44.67,ENERGEN CORPORATION,24208.0,110941.0,6330.0,3864.0,ACTIVE,,OIL,BONE SPRING,,67.0,7/28/2013,15225.0,,11236.0,2.0,0,,
308,4230131941,1,12/15/2013,479490.0,892630.0,330718.0,,239.0,94.0,H,PHANTOM,13661.0,5049.0,12/1/2013,,,9/8/2016,31.7327705,,BATES 1-77 LOV UNIT,-103.5400369,15575.0,44.0,44.35,RD SHELL,37429.0,72692.0,25314.0,4180.0,ACTIVE,,OIL,WOLFCAMP,,77.0,6/30/2013,15740.0,,11395.0,2.0,0,,
309,4230131943,1,12/2/2013,384489.0,573608.0,288888.0,,225.0,122.0,H,PHANTOM,28595.0,11189.0,12/1/2013,,,10/20/2014,31.7142908,,SPURDOG 1-62 LOV,-103.51290949999999,15992.0,44.0,46.37,RD SHELL,18156.0,29248.0,13281.0,4313.0,ACTIVE,,OIL,WOLFCAMP,,62.0,7/23/2013,16173.0,,11679.0,1.0,4H,,
310,4230131970,1,1/8/2014,455640.0,848715.0,314187.0,,454.0,159.0,H,PHANTOM,19838.0,8690.0,1/1/2014,,,12/21/2016,31.737689899999996,,JOHNSON 1-76,-103.5467027,16055.0,42.0,45.8,RD SHELL,19144.0,38713.0,12692.0,4358.0,ACTIVE,,OIL,WOLFCAMP,,77.0,8/7/2013,16378.0,,11697.0,2.0,0,,
311,4230132013,29,10/26/2013,1163138.0,1725299.0,875588.0,,1710.0,1072.0,H,PHANTOM,1191.0,2217.0,10/1/2013,,,11/8/2016,31.7384948,,BLACKTIP STATE 42,-103.489174,17130.0,46.0,41.07,"ANADARKO E&P ONSHORE, LLC",100291.0,254108.0,68893.0,5196.0,ACTIVE,,OIL,WOLFCAMP,,31.0,9/4/2013,17316.0,,11934.0,5.0,0,,
312,4230132006,54 T1,11/2/2013,198901.0,823889.0,61586.0,,682.0,18.0,H,SANDBAR,,936.0,11/1/2013,0.81,145.0,12/21/2016,31.926711199999996,,Z&T 32,-103.6783872,13380.0,45.0,47.8,"ROSEHILL OPERATING COMPANY, LLC",14285.0,40977.0,7455.0,4580.0,ACTIVE,,GAS,BONE SPRING,,32.0,7/25/2013,13531.0,,8800.0,1.0,C002AH,,
313,4230131890,1,5/30/2013,200685.0,348149.0,142660.0,,133.0,69.0,H,PHANTOM,21856.0,11595.0,12/1/2013,,,6/14/2014,31.7245157,,TUCKER 1-75 LOV,-103.5258094,15409.0,43.0,45.38,RD SHELL,15238.0,28351.0,11595.0,3838.0,ACTIVE,,OIL,WOLFCAMP,,75.0,4/16/2013,15565.0,,11571.0,1.0,2H,,
314,4230131987,33,12/26/2013,1636501.0,3440084.0,1063154.0,,4520.0,1287.0,H,PHANTOM,39163.0,12153.0,1/1/2014,,,2/8/2017,31.7088028,,DOROTHY WHITE 82-TTT-B33 WF,-103.6119454,17088.0,43.0,46.3,MATADOR PRODUCTION COMPANY,148720.0,312488.0,96639.0,6134.0,ACTIVE,,OIL,WOLFCAMP,,82.0,10/2/2013,17230.0,,10954.0,5.0,0,,
315,4230132068,54 T1,5/17/2014,2432388.0,7595604.0,1166454.0,,6733.0,646.0,H,SANDBAR,50308.0,27064.0,5/1/2014,,,5/12/2017,31.985046500000003,,STATE MERCURY,-103.664546,15401.0,39.0,41.0,EOG RESOURCES INCORPORATED,134448.0,299836.0,97937.0,6240.0,ACTIVE,,OIL,BONE SPRING,,9.0,1/24/2014,15500.0,0.0,9161.0,7.0,0,,
316,4230131956,54 T1,12/10/2013,527724.0,2569980.0,99394.0,,1346.0,16.0,H,SANDBAR,5833.0,1961.0,12/1/2013,0.95,173.0,11/23/2016,31.9405333,,MDJ 54-1-30,-103.6893845,13328.0,44.0,48.0,"ANADARKO E&P ONSHORE, LLC",21306.0,112671.0,10443.0,3834.0,ACTIVE,,GAS,BONE SPRING,,30.0,6/13/2013,13547.0,0.0,9494.0,1.0,9HS,,
317,4230131928,1,1/8/2014,476702.0,835950.0,337377.0,,541.0,158.0,H,PHANTOM,18067.0,6668.0,1/1/2014,,,2/1/2017,31.737655699999998,,WHEAT 1-77 LOV UNIT,-103.5466564,15785.0,42.0,45.8,RD SHELL,27234.0,51002.0,22482.0,4725.0,ACTIVE,,OIL,WOLFCAMP,,77.0,7/10/2013,15845.0,,11060.0,3.0,0,,
318,4230132050,1,5/17/2014,591749.0,1212186.0,389718.0,,799.0,243.0,H,PHANTOM,26865.0,8113.0,5/1/2014,,,1/24/2017,31.7128206,,WHEAT TRUST 1-78 LOV UNIT 2,-103.56331879999999,15897.0,39.0,45.8,RD SHELL,40623.0,83622.0,26686.0,4581.0,ACTIVE,,OIL,WOLFCAMP,,78.0,11/13/2013,15970.0,,11316.0,2.0,0,,
319,4230132078,54 T1,5/27/2014,934111.0,2915622.0,448174.0,,1508.0,204.0,H,SANDBAR,20394.0,12230.0,5/1/2014,,,2/15/2017,31.9700515,,GEMINI,-103.63073059999999,14221.0,39.0,41.0,EOG RESOURCES INCORPORATED,91726.0,171348.0,63168.0,4892.0,ACTIVE,,OIL,BONE SPRING,,14.0,1/19/2014,14332.0,,9329.0,4.0,0,,
320,4230131953,54 T1,1/19/2014,418342.0,1927153.0,97150.0,,1725.0,16.0,H,SANDBAR,,7928.0,1/1/2014,0.95,326.0,12/6/2016,31.9404903,,MDJ 54-1-30,-103.6952717,13187.0,43.0,48.0,"ANADARKO E&P ONSHORE, LLC",17244.0,67650.0,10729.0,3690.0,ACTIVE,,GAS,BONE SPRING,,30.0,7/3/2013,13355.0,0.0,9497.0,1.0,1HS,,
321,4230131954,54 T1,12/30/2013,412186.0,1874728.0,99731.0,,1501.0,16.0,H,SANDBAR,,1639.0,12/1/2013,0.95,399.0,12/6/2016,31.9405333,,MDJ 54-1-30,-103.6894652,12873.0,44.0,48.0,"ANADARKO E&P ONSHORE, LLC",24771.0,94986.0,10590.0,3861.0,ACTIVE,,GAS,BONE SPRING,,30.0,5/29/2013,13088.0,0.0,9012.0,1.0,6HS,,
322,4230131965,55 T1,1/18/2014,430122.0,1810735.0,128333.0,,1060.0,30.0,H,SANDBAR,,1736.0,1/1/2014,0.95,307.0,10/28/2016,31.942691600000003,,MDJ 55-1-24,-103.712325,13150.0,43.0,47.0,"ANADARKO E&P ONSHORE, LLC",34918.0,101019.0,18081.0,3667.0,ACTIVE,,GAS,BONE SPRING,,24.0,9/8/2000,13348.0,0.0,9483.0,1.0,1HN,,
323,4230131955,54 T1,1/23/2014,426080.0,1968750.0,97955.0,,1591.0,16.0,H,SANDBAR,,7938.0,1/1/2014,0.95,553.0,11/23/2016,31.940537300000003,,MDJ 54-1-30,-103.69468499999999,12908.0,43.0,48.0,"ANADARKO E&P ONSHORE, LLC",17226.0,65275.0,10725.0,4050.0,ACTIVE,,GAS,BONE SPRING,,30.0,6/10/2013,13101.0,0.0,8858.0,1.0,4HS,,
324,4230131964,55 T1,12/9/2013,504207.0,2265797.0,126574.0,,1363.0,29.0,H,SANDBAR,,1290.0,1/1/2014,0.95,232.0,11/22/2016,31.942692699999995,,MDJ 55-1-24,-103.7122434,13010.0,43.0,48.0,"ANADARKO E&P ONSHORE, LLC",34044.0,86275.0,20321.0,4229.0,ACTIVE,,GAS,BONE SPRING,,24.0,9/25/2013,13197.0,0.0,8781.0,1.0,4HN,,
325,4230131966,55 T1,1/18/2014,426843.0,1999434.0,93604.0,,1212.0,14.0,H,SANDBAR,,1364.0,1/1/2014,0.95,397.0,12/3/2016,31.9427537,,MDJ 55-1-24,-103.7074387,12960.0,43.0,48.0,"ANADARKO E&P ONSHORE, LLC",27196.0,89370.0,12301.0,4050.0,ACTIVE,,GAS,BONE SPRING,,24.0,9/6/2013,13156.0,0.0,8910.0,1.0,6HN,,
326,4230131947,54 T1,12/30/2013,674763.0,2958508.0,181678.0,,1906.0,25.0,H,SANDBAR,,1204.0,12/1/2013,0.95,227.0,10/18/2016,31.940533399999996,,THRESHER 54-1-19,-103.68962640000001,13943.0,44.0,47.0,"ANADARKO E&P ONSHORE, LLC",31616.0,94131.0,18944.0,4652.0,ACTIVE,,GAS,BONE SPRING,,30.0,4/23/2013,14138.0,0.0,9291.0,1.0,6HN,,
